,0,1,2,3,4,5,6
2000-01-01,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-02,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-03,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-04,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-05,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-06,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-07,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-08,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-09,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-10,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-11,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-12,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-13,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-14,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-15,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-16,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-17,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-18,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-19,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-20,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
2000-01-21,0.0,0.0,0.0,0.001126824213685,0.0016022104963101,0.0012341458850488,0.0
